assignment_id,section_id,course_id,title,type,description,total_points,due_date,created_date,status
ASG001369,SEC000173,CS245,Quiz 8,Midterm,Assignment covering course materials and objectives.,20,2024-03-20,2024-07-30,Active
ASG001370,SEC000315,ART593,Midterm 5,Project,Assignment covering course materials and objectives.,10,2024-09-02,2024-11-29,Active
ASG001371,SEC000366,MATH329,Midterm 7,Exam,Assignment covering course materials and objectives.,25,2024-12-16,2025-09-23,Active
ASG001372,SEC000252,CHEM347,Presentation 6,Quiz,Assignment covering course materials and objectives.,10,2025-06-15,2024-05-10,Active
ASG001373,SEC000224,ECON577,Presentation 6,Quiz,Assignment covering course materials and objectives.,50,2024-08-07,2025-09-02,Active
ASG001374,SEC000234,PHYS347,Exam 8,Quiz,Assignment covering course materials and objectives.,25,2024-09-14,2025-07-01,Active
ASG001375,SEC000212,HIST546,Exam 2,Project,Assignment covering course materials and objectives.,25,2024-05-04,2024-08-27,Active
ASG001376,SEC000013,BUS287,Project 4,Lab,Assignment covering course materials and objectives.,50,2024-01-13,2025-12-31,Draft
ASG001377,SEC000160,HIST307,Presentation 8,Essay,Assignment covering course materials and objectives.,50,2024-11-04,2025-10-23,Active
ASG001378,SEC000220,ART504,Essay 5,Lab,Assignment covering course materials and objectives.,100,2024-05-25,2024-04-27,Draft
ASG001379,SEC000112,CHEM329,Final 3,Quiz,Assignment covering course materials and objectives.,20,2024-12-03,2024-11-29,Draft
ASG001380,SEC000242,ECON323,Lab 1,Essay,Assignment covering course materials and objectives.,10,2024-08-11,2024-03-07,Active
ASG001381,SEC000034,ECON262,Project 5,Presentation,Assignment covering course materials and objectives.,25,2024-02-25,2025-07-12,Draft
ASG001382,SEC000166,ECON323,Presentation 7,Project,Assignment covering course materials and objectives.,100,2025-05-17,2024-09-29,Active
ASG001383,SEC000246,EDUC334,Midterm 2,Project,Assignment covering course materials and objectives.,25,2024-03-29,2024-06-18,Active
ASG001384,SEC000382,PSYC352,Project 4,Lab,Assignment covering course materials and objectives.,10,2024-01-27,2025-03-10,Active
ASG001385,SEC000398,EDUC302,Midterm 3,Midterm,Assignment covering course materials and objectives.,50,2025-01-26,2025-01-10,Draft
ASG001386,SEC000392,BIO111,Exam 1,Presentation,Assignment covering course materials and objectives.,50,2025-10-08,2024-02-20,Active
ASG001387,SEC000311,CS370,Project 4,Presentation,Assignment covering course materials and objectives.,50,2025-11-27,2025-05-13,Draft
ASG001388,SEC000132,CHEM148,Lab 2,Homework,Assignment covering course materials and objectives.,100,2024-09-14,2024-07-26,Draft
ASG001389,SEC000063,ECON255,Quiz 3,Homework,Assignment covering course materials and objectives.,10,2024-08-11,2025-11-18,Active
ASG001390,SEC000019,ECON323,Project 6,Final,Assignment covering course materials and objectives.,20,2025-05-03,2025-12-01,Active
ASG001391,SEC000249,ART425,Project 3,Homework,Assignment covering course materials and objectives.,20,2024-03-22,2025-11-11,Active
ASG001392,SEC000224,ECON577,Presentation 7,Lab,Assignment covering course materials and objectives.,50,2025-12-20,2025-01-03,Active
ASG001393,SEC000257,EDUC373,Lab 8,Final,Assignment covering course materials and objectives.,100,2025-05-25,2025-10-19,Draft
ASG001394,SEC000270,CS149,Final 5,Essay,Assignment covering course materials and objectives.,100,2025-10-02,2025-12-22,Draft
ASG001395,SEC000318,BIO489,Essay 8,Midterm,Assignment covering course materials and objectives.,10,2024-04-11,2024-10-26,Active
ASG001396,SEC000235,ENG247,Lab 7,Quiz,Assignment covering course materials and objectives.,100,2024-02-25,2025-01-19,Active
ASG001397,SEC000116,EDUC545,Essay 2,Homework,Assignment covering course materials and objectives.,100,2025-10-26,2024-07-28,Active
ASG001398,SEC000391,EDUC302,Midterm 7,Presentation,Assignment covering course materials and objectives.,100,2025-03-11,2025-07-09,Active
ASG001399,SEC000075,NURS389,Homework 1,Project,Assignment covering course materials and objectives.,20,2025-01-29,2024-12-04,Active
ASG001400,SEC000329,CHEM329,Project 1,Essay,Assignment covering course materials and objectives.,20,2024-09-24,2024-04-06,Active
ASG001401,SEC000140,EDUC545,Exam 1,Midterm,Assignment covering course materials and objectives.,50,2025-01-17,2024-04-07,Active
ASG001402,SEC000111,PSYC352,Essay 3,Lab,Assignment covering course materials and objectives.,100,2025-01-17,2025-05-02,Draft
ASG001403,SEC000028,HIST249,Project 7,Quiz,Assignment covering course materials and objectives.,10,2025-07-06,2024-10-03,Active
ASG001404,SEC000387,BUS124,Midterm 1,Lab,Assignment covering course materials and objectives.,25,2024-07-29,2025-06-18,Draft
ASG001405,SEC000278,PHYS347,Midterm 7,Quiz,Assignment covering course materials and objectives.,20,2025-12-12,2025-08-04,Draft
ASG001406,SEC000211,ENG247,Midterm 7,Exam,Assignment covering course materials and objectives.,10,2025-10-13,2024-07-19,Active
ASG001407,SEC000154,HIST485,Essay 7,Quiz,Assignment covering course materials and objectives.,25,2024-08-20,2024-05-03,Active
ASG001408,SEC000380,CHEM347,Project 4,Lab,Assignment covering course materials and objectives.,100,2025-10-18,2025-08-13,Active
ASG001409,SEC000126,MUS402,Quiz 3,Homework,Assignment covering course materials and objectives.,10,2025-06-16,2024-12-05,Active
ASG001410,SEC000160,HIST307,Homework 1,Exam,Assignment covering course materials and objectives.,25,2024-04-16,2025-11-24,Draft
ASG001411,SEC000017,BUS310,Project 7,Lab,Assignment covering course materials and objectives.,20,2024-09-06,2025-05-17,Active
ASG001412,SEC000112,CHEM329,Quiz 4,Lab,Assignment covering course materials and objectives.,20,2024-11-14,2024-03-05,Active
ASG001413,SEC000321,CHEM422,Midterm 2,Final,Assignment covering course materials and objectives.,100,2025-05-08,2025-02-06,Active
ASG001414,SEC000039,HIST572,Midterm 8,Lab,Assignment covering course materials and objectives.,20,2025-10-19,2025-09-16,Active
ASG001415,SEC000051,ECON554,Homework 2,Midterm,Assignment covering course materials and objectives.,20,2025-05-22,2024-09-30,Active
ASG001416,SEC000042,BUS444,Essay 2,Midterm,Assignment covering course materials and objectives.,25,2024-01-21,2025-05-17,Draft
ASG001417,SEC000121,HIST104,Quiz 4,Exam,Assignment covering course materials and objectives.,25,2025-12-04,2024-03-02,Active
ASG001418,SEC000301,MUS106,Presentation 2,Presentation,Assignment covering course materials and objectives.,25,2024-04-04,2025-09-16,Draft
ASG001419,SEC000201,PHYS506,Exam 8,Quiz,Assignment covering course materials and objectives.,25,2024-12-25,2025-05-10,Active
ASG001420,SEC000218,ENG238,Essay 7,Final,Assignment covering course materials and objectives.,50,2024-06-15,2024-08-07,Draft
ASG001421,SEC000262,EDUC384,Essay 8,Midterm,Assignment covering course materials and objectives.,10,2025-11-23,2025-04-19,Active
ASG001422,SEC000092,NURS238,Quiz 4,Quiz,Assignment covering course materials and objectives.,50,2025-01-23,2025-05-04,Active
ASG001423,SEC000341,ART238,Midterm 1,Homework,Assignment covering course materials and objectives.,20,2024-06-24,2025-10-24,Draft
ASG001424,SEC000296,PSYC408,Presentation 3,Lab,Assignment covering course materials and objectives.,25,2024-12-10,2024-07-06,Draft
ASG001425,SEC000259,BIO153,Lab 4,Homework,Assignment covering course materials and objectives.,10,2024-08-12,2025-09-12,Draft
ASG001426,SEC000257,EDUC373,Homework 7,Lab,Assignment covering course materials and objectives.,50,2024-12-14,2025-07-31,Active
ASG001427,SEC000378,EDUC111,Quiz 7,Final,Assignment covering course materials and objectives.,25,2025-09-07,2025-10-28,Draft
ASG001428,SEC000357,ENG148,Lab 4,Exam,Assignment covering course materials and objectives.,10,2024-08-02,2025-08-18,Active
ASG001429,SEC000086,ECON289,Presentation 7,Final,Assignment covering course materials and objectives.,50,2024-01-27,2025-10-25,Active
ASG001430,SEC000241,PSYC215,Essay 6,Midterm,Assignment covering course materials and objectives.,100,2025-01-11,2024-10-20,Active
ASG001431,SEC000248,ECON412,Presentation 6,Project,Assignment covering course materials and objectives.,10,2025-08-16,2024-05-26,Active
ASG001432,SEC000383,NURS155,Presentation 5,Project,Assignment covering course materials and objectives.,10,2025-06-01,2024-04-24,Active
ASG001433,SEC000067,HIST104,Exam 3,Essay,Assignment covering course materials and objectives.,50,2025-01-14,2024-01-20,Active
ASG001434,SEC000039,HIST572,Exam 3,Presentation,Assignment covering course materials and objectives.,50,2024-11-09,2024-09-01,Active
ASG001435,SEC000375,ECON400,Homework 5,Essay,Assignment covering course materials and objectives.,25,2025-10-24,2025-10-21,Draft
ASG001436,SEC000119,NURS505,Quiz 5,Exam,Assignment covering course materials and objectives.,50,2025-03-08,2024-06-30,Active
ASG001437,SEC000337,MATH329,Lab 8,Midterm,Assignment covering course materials and objectives.,50,2024-01-03,2024-07-25,Active
ASG001438,SEC000349,ART132,Final 1,Midterm,Assignment covering course materials and objectives.,10,2024-03-03,2024-02-20,Active
ASG001439,SEC000131,NURS141,Essay 7,Lab,Assignment covering course materials and objectives.,10,2025-10-06,2025-04-15,Active
ASG001440,SEC000307,ART482,Presentation 8,Project,Assignment covering course materials and objectives.,20,2025-09-19,2024-07-26,Active
ASG001441,SEC000259,BIO153,Project 4,Final,Assignment covering course materials and objectives.,50,2025-03-15,2025-07-21,Active
ASG001442,SEC000283,ART182,Presentation 3,Essay,Assignment covering course materials and objectives.,100,2024-05-05,2025-04-03,Active
ASG001443,SEC000286,HIST251,Presentation 2,Presentation,Assignment covering course materials and objectives.,25,2024-07-03,2024-05-25,Active
ASG001444,SEC000171,MUS524,Homework 8,Project,Assignment covering course materials and objectives.,50,2025-07-10,2025-05-17,Active
ASG001445,SEC000376,ART425,Essay 3,Quiz,Assignment covering course materials and objectives.,100,2025-09-10,2025-06-19,Active
ASG001446,SEC000193,ECON360,Final 5,Presentation,Assignment covering course materials and objectives.,10,2025-11-13,2024-07-20,Active
ASG001447,SEC000149,ENG148,Exam 6,Homework,Assignment covering course materials and objectives.,100,2025-02-08,2025-04-19,Active
ASG001448,SEC000369,MUS512,Exam 7,Presentation,Assignment covering course materials and objectives.,20,2025-07-01,2024-03-31,Active
ASG001449,SEC000231,MUS256,Presentation 8,Midterm,Assignment covering course materials and objectives.,50,2025-07-05,2025-02-27,Draft
ASG001450,SEC000344,MUS142,Project 8,Quiz,Assignment covering course materials and objectives.,100,2024-03-10,2025-09-15,Active
ASG001451,SEC000184,EDUC434,Midterm 5,Presentation,Assignment covering course materials and objectives.,100,2025-08-10,2025-08-05,Active
ASG001452,SEC000112,CHEM329,Homework 6,Project,Assignment covering course materials and objectives.,50,2024-10-14,2024-02-13,Draft
ASG001453,SEC000081,MUS142,Lab 3,Presentation,Assignment covering course materials and objectives.,10,2024-02-26,2025-12-27,Active
ASG001454,SEC000124,MATH255,Exam 5,Final,Assignment covering course materials and objectives.,50,2025-05-25,2024-07-11,Draft
ASG001455,SEC000180,MUS318,Quiz 5,Quiz,Assignment covering course materials and objectives.,100,2025-07-03,2025-02-22,Draft
ASG001456,SEC000042,BUS444,Project 3,Lab,Assignment covering course materials and objectives.,10,2025-02-13,2024-08-31,Active
ASG001457,SEC000242,ECON323,Exam 5,Midterm,Assignment covering course materials and objectives.,50,2024-07-27,2025-09-05,Active
ASG001458,SEC000244,PSYC373,Exam 7,Final,Assignment covering course materials and objectives.,25,2024-02-05,2024-01-12,Draft
ASG001459,SEC000072,HIST123,Final 5,Project,Assignment covering course materials and objectives.,100,2025-10-25,2025-12-30,Active
ASG001460,SEC000269,ECON404,Homework 1,Final,Assignment covering course materials and objectives.,50,2025-03-20,2025-12-04,Active
ASG001461,SEC000358,PHYS329,Lab 6,Homework,Assignment covering course materials and objectives.,25,2024-03-07,2024-09-30,Active
ASG001462,SEC000159,CHEM329,Final 8,Project,Assignment covering course materials and objectives.,25,2025-09-13,2025-05-14,Active
ASG001463,SEC000140,EDUC545,Project 5,Essay,Assignment covering course materials and objectives.,20,2025-01-25,2024-10-27,Draft
ASG001464,SEC000052,MUS318,Homework 8,Midterm,Assignment covering course materials and objectives.,100,2025-09-11,2025-10-13,Draft
ASG001465,SEC000234,PHYS347,Exam 3,Exam,Assignment covering course materials and objectives.,20,2025-12-15,2025-03-15,Active
ASG001466,SEC000194,ENG247,Quiz 6,Project,Assignment covering course materials and objectives.,20,2024-02-04,2024-01-11,Active
ASG001467,SEC000255,CHEM241,Homework 3,Midterm,Assignment covering course materials and objectives.,25,2024-03-02,2025-05-02,Draft
ASG001468,SEC000314,PSYC352,Midterm 7,Project,Assignment covering course materials and objectives.,100,2025-12-09,2024-02-09,Active
ASG001469,SEC000056,EDUC434,Lab 6,Project,Assignment covering course materials and objectives.,100,2025-01-21,2025-10-26,Active
ASG001470,SEC000060,NURS155,Presentation 2,Exam,Assignment covering course materials and objectives.,10,2025-05-24,2024-12-16,Active
ASG001471,SEC000028,HIST249,Homework 7,Quiz,Assignment covering course materials and objectives.,25,2025-01-09,2025-06-26,Active
ASG001472,SEC000292,MUS142,Project 3,Exam,Assignment covering course materials and objectives.,25,2024-09-19,2024-11-22,Active
ASG001473,SEC000224,ECON577,Essay 3,Project,Assignment covering course materials and objectives.,20,2024-05-10,2024-04-08,Active
ASG001474,SEC000381,PHYS456,Final 5,Lab,Assignment covering course materials and objectives.,10,2024-07-13,2025-09-28,Active
ASG001475,SEC000336,CHEM241,Quiz 8,Presentation,Assignment covering course materials and objectives.,100,2025-09-06,2024-07-22,Active
ASG001476,SEC000027,BIO506,Project 2,Essay,Assignment covering course materials and objectives.,50,2025-08-20,2024-11-30,Active
ASG001477,SEC000247,ECON545,Homework 6,Presentation,Assignment covering course materials and objectives.,100,2025-01-13,2025-12-26,Active
ASG001478,SEC000007,ENG533,Presentation 4,Presentation,Assignment covering course materials and objectives.,10,2025-10-28,2024-03-06,Active
ASG001479,SEC000266,HIST522,Midterm 5,Homework,Assignment covering course materials and objectives.,100,2025-10-25,2024-04-25,Active
ASG001480,SEC000233,BIO111,Project 1,Presentation,Assignment covering course materials and objectives.,100,2025-09-07,2024-08-22,Active
ASG001481,SEC000036,MUS278,Lab 6,Exam,Assignment covering course materials and objectives.,100,2025-03-27,2025-06-15,Draft
ASG001482,SEC000070,ART132,Final 4,Homework,Assignment covering course materials and objectives.,20,2025-07-19,2024-10-20,Active
ASG001483,SEC000185,CS384,Exam 2,Final,Assignment covering course materials and objectives.,25,2024-02-18,2024-11-24,Draft
ASG001484,SEC000027,BIO506,Final 4,Quiz,Assignment covering course materials and objectives.,100,2024-04-08,2024-06-02,Draft
ASG001485,SEC000028,HIST249,Lab 6,Final,Assignment covering course materials and objectives.,100,2025-03-07,2024-11-29,Active
ASG001486,SEC000314,PSYC352,Final 2,Final,Assignment covering course materials and objectives.,25,2024-10-05,2024-01-16,Active
ASG001487,SEC000279,PSYC569,Presentation 6,Lab,Assignment covering course materials and objectives.,50,2024-03-12,2025-09-29,Active
ASG001488,SEC000256,CS237,Homework 6,Lab,Assignment covering course materials and objectives.,100,2025-04-13,2024-11-09,Draft
ASG001489,SEC000019,ECON323,Essay 7,Presentation,Assignment covering course materials and objectives.,20,2024-08-18,2024-01-29,Active
ASG001490,SEC000191,NURS305,Presentation 1,Lab,Assignment covering course materials and objectives.,25,2025-10-03,2025-02-04,Active
ASG001491,SEC000185,CS384,Homework 2,Exam,Assignment covering course materials and objectives.,20,2024-12-08,2024-02-23,Draft
ASG001492,SEC000203,CS267,Essay 7,Presentation,Assignment covering course materials and objectives.,10,2025-01-03,2024-01-30,Active
